CATEGORY,SUB-CATEGORY,GENERIC NAME,PRODUCT NAME,PRODUCT BRAND,PRODUCT OFFER PRICE,PRODUCT MAXIMUM RETAIL PRICE,PRODUCT IMAGE URL,PRODUCT RATING,PRODUCT COO TAG,PRODUCT SELLER
Fashion,Men's Top Wear,T Shirts,Printed Men Round Neck Green T-Shirt,PETER ENGLAND,799,,https://rukminim1.flixcart.com/image/714/857/kosxzm80/t-shirt/x/v/g/xl-pjkcpsnfu20923-peter-england-original-imag35v56tngkphg.jpeg?q=50,4.2,India,RetailNet
Fashion,Men's Top Wear,Shirt,Men Regular Fit Checkered Spread Collar Casual Shirt,Roadster,853,999,https://rukminim1.flixcart.com/image/714/857/ke1pnrk0-0/shirt/y/u/w/44-11896068-roadster-original-imafutdqnmhsaf3j.jpeg?q=50,4.4,India,SAVADIKAFASHION
Fashion,Men's Top Wear,T Shirts,"Color Block Men Hooded Neck White, Red, Black T-Shirt",Eyebogler,349,"1,299",https://rukminim1.flixcart.com/image/714/857/kkec4280/t-shirt/b/m/i/l-t345-blwhrd-new-eyebogler-original-imafzr4f7nxecr44.jpeg?q=50,3.9,India,SevenRocks
Fashion,Men's Top Wear,T Shirts,Solid Men Hooded Neck Black T-Shirt,Seven Rocks,368,"1,299",https://rukminim1.flixcart.com/image/714/857/kjuby4w0/t-shirt/2/v/a/3xl-t2-seven-rocks-original-imafzbptgchwstcx.jpeg?q=50,4.1,India,SevenRocks
Fashion,Men's Top Wear,T Shirts,Printed Men Hooded Neck Black T-Shirt,TRIPR,322,"1,399",https://rukminim1.flixcart.com/image/714/857/kl2mljk0/t-shirt/a/3/k/4xl-tblhdfulmask-lion-tripr-original-imagy9tcx7q25wym.jpeg?q=50,4.2,India,TRIPR
Fashion,Men's Top Wear,T Shirts,Solid Men Mandarin Collar Dark Green T-Shirt,Urbano Fashion,389,"1,099",https://rukminim1.flixcart.com/image/714/857/kcc9q4w0/t-shirt/4/d/r/s-mandplctee-black-urbano-fashion-original-imafthckzefgfgpm.jpeg?q=50,3.9,India,ImperialClothing
Fashion,Men's Top Wear,T Shirts,Color Block Men Round Neck Black T-Shirt,Seven Rocks,320,"1,299",https://rukminim1.flixcart.com/image/714/857/khmbafk0-0/t-shirt/w/j/s/xs-t322-blwh-seven-rocks-original-imafxhagtyj2xvpn.jpeg?q=50,4.1,India,SevenRocks
Fashion,Men's Top Wear,T Shirts,Striped Men Round Neck Yellow T-Shirt,Seven Rocks,291,"1,299",https://rukminim1.flixcart.com/image/714/857/kjiwfbk0-0/t-shirt/e/k/s/m-t305-as10yldnwh-seven-rocks-original-imafz2qfvx7tznnn.jpeg?q=50,4.1,India,SevenRocks
Fashion,Men's Top Wear,T Shirts,Color Block Men Hooded Neck Multicolor T-Shirt,Eyebogler,349,"1,299",https://rukminim1.flixcart.com/image/714/857/kkec4280/t-shirt/g/q/o/xl-t345-blwhor-new-eyebogler-original-imafzr4y3ghsrgzh.jpeg?q=50,3.9,India,SevenRocks
Fashion,Men's Top Wear,T Shirts,Solid Men Hooded Neck Black T-Shirt,TRIPR,322,"1,999",https://rukminim1.flixcart.com/image/714/857/kjhgzgw0-0/t-shirt/h/s/2/xxl-tblhdful-d10-tripr-original-imafzfk2cxynenfd.jpeg?q=50,4.1,India,TRIPR
Fashion,Men's Top Wear,T Shirts,"Printed Men Round Neck Black, Yellow, Maroon T-Shirt  (Pack of 3)",Smartees,449,999,https://rukminim1.flixcart.com/image/714/857/ks3jjbk0/t-shirt/8/y/q/m-cmb-fb-nilylw-nmrn-smartees-original-imag5qz7ftv2z6ng.jpeg?q=50,4,India,SMARTEES STORE
Fashion,Men's Top Wear,T Shirts,Solid Men Round Neck Multicolor T-Shirt  (Pack of 3),SCOTT INTERNATIONAL,499,"2,397",https://rukminim1.flixcart.com/image/714/857/kk8mcnk0/t-shirt/d/b/j/m-scott-basic-scott-international-original-imafzmkssgs8bxmv.jpeg?q=50,3.9,India,switzinc
Fashion,Men's Top Wear,T Shirts,Striped Men Round Neck Blue T-Shirt,Reya,332,"1,499",https://rukminim1.flixcart.com/image/714/857/kj4m0sw0-0/t-shirt/5/c/4/s-tsrt-303-reya-original-imafyrjprxpfbhqr.jpeg?q=50,3.9,India,REYA
Fashion,Men's Top Wear,T Shirts,Striped Men Hooded Neck Maroon T-Shirt,HELMONT,233,999,https://rukminim1.flixcart.com/image/714/857/kf1fo280hlty2aw-0/t-shirt/x/7/i/-original-imafdfvvz65ab7vm.jpeg?q=50,4,India,Helmont
Fashion,Men's Top Wear,T Shirts,Color Block Men Round Neck Grey T-Shirt,Eyebogler,365,"1,299",https://rukminim1.flixcart.com/image/714/857/kkfrjww0/t-shirt/h/1/t/l-t312-cgblwh-new-eyebogler-original-imafzs5hrjgzsfpr.jpeg?q=50,3.9,India,SevenRocks
Fashion,Men's Top Wear,Shirt,Men Regular Fit Printed Spread Collar Casual Shirt,Roadster,790,"1,599",https://rukminim1.flixcart.com/image/714/857/k687wy80/shirt/g/h/q/42-10740910-roadster-original-imafzztzaagbm3e5.jpeg?q=50,3.8,India,SAVADIKAFASHION
Fashion,Men's Top Wear,T Shirts,Printed Men Hooded Neck Red T-Shirt,TRIPR,322,"1,399",https://rukminim1.flixcart.com/image/714/857/kqy3rm80/t-shirt/e/i/d/4xl-trdhdfulmask-lion-tripr-original-imag4u95bzrmjhnv.jpeg?q=50,4.2,India,TRIPR
Fashion,Men's Top Wear,T Shirts,"Solid Men Polo Neck Dark Blue, White T-Shirt",Seven Rocks,274,"1,299",https://rukminim1.flixcart.com/image/714/857/kflftzk0-0/t-shirt/s/z/v/s-t16-seven-rocks-original-imafwyf69sr5wxbn.jpeg?q=50,4,India,SevenRocks
Fashion,Men's Top Wear,Shirt,Men Slim Fit Checkered Casual Shirt,Surhi,380,"1,999",https://rukminim1.flixcart.com/image/714/857/kc0u7bk0/shirt/k/a/a/m-pk19sh09g-surhi-original-imaft8vgvhmhbhsy.jpeg?q=50,3.8,India,SURASHAS
Fashion,Men's Top Wear,T Shirts,Color Block Men Round Neck Multicolor T-Shirt  (Pack of 2),London Hills,500,"2,598",https://rukminim1.flixcart.com/image/714/857/kpcy5jk0/t-shirt/9/n/u/l-lh-t-print-111-112-london-hills-original-imag3m34qhdvbp7m.jpeg?q=50,3.9,India,KartbinOnlineServices
Fashion,Men's Top Wear,T Shirts,"Striped Men Polo Neck Light Blue, Blue T-Shirt",Seven Rocks,349,"1,299",https://rukminim1.flixcart.com/image/714/857/klgx0280/t-shirt/w/e/n/xxl-t51-seven-rocks-original-imagykzfbhzzrwby.jpeg?q=50,4,India,SevenRocks
Fashion,Men's Top Wear,T Shirts,Solid Men Polo Neck Light Green T-Shirt,Classic Polo,630,699,https://rukminim1.flixcart.com/image/714/857/kuvkcy80/t-shirt/j/c/1/m-nova-olive-af-p-classic-polo-original-imag7wkrpb9cfry7.jpeg?q=50,4.6,India,ClassicPolo
Fashion,Men's Top Wear,T Shirts,Solid Men Mandarin Collar Dark Blue T-Shirt,Seven Rocks,285,"1,299",https://rukminim1.flixcart.com/image/714/857/k69ncsw0/t-shirt/6/j/c/3xl-t15-seven-rocks-original-imafzrhthhpr4hne.jpeg?q=50,4,India,SevenRocks
Fashion,Men's Top Wear,T Shirts,Striped Men Round Neck Black T-Shirt,Reya,332,"1,499",https://rukminim1.flixcart.com/image/714/857/kj4m0sw0-0/t-shirt/t/s/w/l-tsrt-302-reya-original-imafyrjpruzeac5f.jpeg?q=50,3.9,India,REYA
Fashion,Men's Top Wear,T Shirts,Solid Men Hooded Neck Yellow T-Shirt,HELMONT,224,999,https://rukminim1.flixcart.com/image/714/857/kflftzk0-0/t-shirt/p/d/v/l-hm-1001-mustard-black-helmont-original-imafwyfb2tqmjdhw.jpeg?q=50,4,India,Helmont
Fashion,Men's Top Wear,T Shirts,"Color Block Men Round Neck Maroon, Black T-Shirt",AUSK,375,"1,199",https://rukminim1.flixcart.com/image/714/857/ku2zjww0/t-shirt/p/n/d/xl-ausk057-ausk-original-imag7adzy5fej3zu.jpeg?q=50,4.7,India,FROST
Fashion,Men's Top Wear,T Shirts,Striped Men Polo Neck White T-Shirt,Seven Rocks,320,"1,299",https://rukminim1.flixcart.com/image/714/857/kjkbv680-0/t-shirt/9/v/o/m-t285hs-as7whdngr-seven-rocks-original-imafz3wkfs8pevqc.jpeg?q=50,4.1,India,SevenRocks
Fashion,Men's Top Wear,T Shirts,Striped Men Round Neck Multicolor T-Shirt,PETER ENGLAND,419,699,https://rukminim1.flixcart.com/image/714/857/kr9jafk0/t-shirt/q/y/t/m-pjkcpsnfy14010-peter-england-original-imag53edfhnh6zm3.jpeg?q=50,4.4,India,RetailNet
Fashion,Men's Top Wear,T Shirts,Solid Men Polo Neck Grey T-Shirt,Classic Polo,540,599,https://rukminim1.flixcart.com/image/714/857/kuvkcy80/t-shirt/b/t/h/3xl-pristo-grey-mel-sf-p-classic-polo-original-imag7wkrn7fecrxk.jpeg?q=50,3.6,India,ClassicPolo
Fashion,Men's Top Wear,T Shirts,Solid Men Mandarin Collar Maroon T-Shirt,Seven Rocks,320,"1,299",https://rukminim1.flixcart.com/image/714/857/kf75fgw0-0/t-shirt/8/8/h/xxl-t325-wrwh-seven-rocks-original-imafvpbgtqv66tpu.jpeg?q=50,4,India,SevenRocks
Fashion,Men's Top Wear,T Shirts,Solid Men Mandarin Collar Green T-Shirt,Seven Rocks,320,"1,299",https://rukminim1.flixcart.com/image/714/857/kf75fgw0-0/t-shirt/f/6/j/xxl-t325-pwgh-seven-rocks-original-imafvpbgf6nchmfj.jpeg?q=50,4,India,SevenRocks
Fashion,Men's Top Wear,T Shirts,Printed Men Hooded Neck Black T-Shirt,TRIPR,322,"1,999",https://rukminim1.flixcart.com/image/714/857/klfhk7k0/t-shirt/1/p/p/s-tblhdful-d32-tripr-original-imagyjxqcy3pk8bm.jpeg?q=50,4,India,TRIPR
Fashion,Men's Top Wear,T Shirts,Striped Men Round Neck Red T-Shirt,Seven Rocks,320,"1,299",https://rukminim1.flixcart.com/image/714/857/kjiwfbk0-0/t-shirt/n/d/q/xs-t305-as10rdblwh-seven-rocks-original-imafz2qedu5zqvas.jpeg?q=50,4.1,India,SevenRocks
Fashion,Men's Top Wear,T Shirts,"Solid Men Henley Neck Dark Green, Black T-Shirt",TRIPR,322,"1,999",https://rukminim1.flixcart.com/image/714/857/kn7sdjk0/t-shirt/f/u/r/l-togrblhenful-d37-tripr-original-imagfy2mdyqhnham.jpeg?q=50,4,India,TRIPR
Fashion,Men's Top Wear,Shirt,Men Slim Fit Striped Casual Shirt,PETER ENGLAND,714,"1,299",https://rukminim1.flixcart.com/image/714/857/kplisnk0/shirt/p/q/z/40-pesfwslpn78048-peter-england-original-imag3shtveftvgmy.jpeg?q=50,3.9,India,RetailNet
Fashion,Men's Top Wear,T Shirts,Solid Men Hooded Neck Black T-Shirt,Seven Rocks,349,"1,299",https://rukminim1.flixcart.com/image/714/857/kjq1mkw0-0/t-shirt/f/s/y/xl-t342hs-blwh-seven-rocks-original-imafz8fpahuwzfug.jpeg?q=50,4.2,India,SevenRocks
Fashion,Men's Top Wear,T Shirts,Printed Men Hooded Neck Yellow T-Shirt,FastColors,299,"1,999",https://rukminim1.flixcart.com/image/714/857/ksaoqkw0/t-shirt/q/5/w/l-fc4162-fastcolors-original-imag5w3f8dnpzymw.jpeg?q=50,4,India,FastColors
Fashion,Men's Top Wear,Shirt,Men Slim Fit Solid Spread Collar Casual Shirt,Dennis Lingo,439,"1,849",https://rukminim1.flixcart.com/image/714/857/kfoapow0-0/shirt/2/n/x/xxl-c301-black-dennis-lingo-original-imafw2gg2n7ygpwv.jpeg?q=50,4.1,India,DennislingoSwastik
Fashion,Men's Top Wear,T Shirts,Striped Men Polo Neck Red T-Shirt,Bullmer,469,999,https://rukminim1.flixcart.com/image/714/857/klb78nk0/t-shirt/7/z/r/l-bul-bp21-001d-bullmer-original-imagygyrjmfjdpbm.jpeg?q=50,4,India,BodyGloveApparelOnline
Fashion,Men's Top Wear,Shirt,Men Slim Fit Checkered Casual Shirt,Surhi,380,"1,999",https://rukminim1.flixcart.com/image/714/857/kc0u7bk0/shirt/g/c/6/m-pk19sh09b-surhi-original-imaft8w4sdbfhphu.jpeg?q=50,3.8,India,SURASHAS
Fashion,Men's Top Wear,T Shirts,Solid Men Hooded Neck Multicolor T-Shirt,Tricky Wear,211,999,https://rukminim1.flixcart.com/image/714/857/kf1fo280/t-shirt/b/w/d/xl-tw-3015peacock-tricky-wear-original-imafvh8wdcqbzkwy.jpeg?q=50,4,India,Tricky Wear
Fashion,Men's Top Wear,T Shirts,Color Block Men Round Neck Red T-Shirt,Eyebogler,349,"1,299",https://rukminim1.flixcart.com/image/714/857/kkfrjww0/t-shirt/t/v/v/3xl-t312-blrdwh-eyebogler-original-imafzs5kmgcytfsv.jpeg?q=50,3.9,India,SevenRocks
Fashion,Men's Top Wear,Shirt,Men Regular Fit Checkered Spread Collar Casual Shirt,Roadster,853,999,https://rukminim1.flixcart.com/image/714/857/ke1pnrk0-0/shirt/y/u/w/44-11896068-roadster-original-imafutdqnmhsaf3j.jpeg?q=50,4.4,India,SAVADIKAFASHION
